Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),Distance(mi),Hour_of_Day,Is_Weekend,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Infra_Feature_Count,Severity
70.0,17.0,29.25,4.0,9.0,0.0,0.171,18.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
37.9,89.0,30.21,10.0,9.2,0.0,0.0,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
100.0,17.0,29.46,10.0,5.0,0.0,1.924,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
90.0,52.0,29.93,10.0,17.0,0.0,0.093,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,59.0,30.08,10.0,0.0,0.0,0.093,12.0,True,False,False,True,False,False,False,False,False,False,False,False,False,1,2
37.0,93.0,24.87,6.0,3.0,0.0,0.111,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
36.0,41.0,27.5,10.0,6.0,0.0,0.138,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.6,72.0,30.07,3.0,5.0,0.0,0.0,11.0,False,False,False,True,False,False,False,True,False,False,True,False,False,3,2
58.0,67.0,30.0,5.0,10.0,0.01,0.207,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,19.0,29.15,10.0,17.0,0.0,0.101,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
86.0,55.0,30.01,10.0,10.4,0.0,0.01,14.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
76.0,82.0,29.26,10.0,6.0,0.0,0.012,13.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
61.0,20.0,29.28,10.0,17.0,0.0,0.0,18.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,2
42.0,65.0,29.37,10.0,20.0,0.0,0.0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3
51.0,66.0,29.85,10.0,24.0,0.0,0.058,21.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.7,100.0,30.27,2.0,6.9,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
66.0,19.0,28.63,10.0,0.0,0.0,0.148,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
84.9,74.0,30.05,10.0,6.9,0.0,0.0,22.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
62.1,60.0,29.96,10.0,12.7,0.0,0.0099999997764825,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
81.0,11.0,29.63,10.0,6.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,89.0,30.0,10.0,5.0,0.03,0.015,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,89.0,29.57,10.0,0.0,0.0,0.6940000000000001,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
87.0,22.0,29.82,10.0,14.0,0.0,0.7859999999999999,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
42.0,89.0,29.99,6.0,0.0,0.0,0.809,18.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
61.0,82.0,29.95,10.0,5.0,0.0,0.0,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
70.0,53.0,27.78,10.0,6.0,0.0,0.08,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,43.0,29.34,10.0,5.0,0.0,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
90.0,8.0,29.86,10.0,11.5,0.0,0.01,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
59.0,88.0,30.11,10.0,5.0,0.0,0.01,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
73.0,34.0,29.94,10.0,8.1,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,96.0,29.36,0.25,3.0,0.0,0.0,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
78.1,58.0,29.92,10.0,12.7,0.0,0.0,17.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
81.0,12.0,30.05,10.0,5.8,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
87.0,67.0,29.86,10.0,5.0,0.0,0.127,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.9,72.0,29.95,10.0,6.9,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
59.0,88.0,30.1,8.0,0.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,90.0,29.91,10.0,14.0,0.0,3.748,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,69.0,30.01,8.0,6.0,0.0,0.106,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.1,12.0,29.89,10.0,9.2,0.0,0.187,19.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
79.0,13.0,27.76,10.0,5.0,0.0,0.236,16.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,83.0,29.42,10.0,0.0,0.0,0.489,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
55.9,90.0,29.78,10.0,7.0,0.0,0.01,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
72.0,84.0,29.59,10.0,13.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
52.0,80.0,30.21,10.0,9.2,0.0,0.0,6.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
59.0,87.0,29.95,10.0,5.0,0.01,0.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
39.0,86.0,29.92,10.0,7.0,0.0,0.017,7.0,False,True,False,False,False,False,False,False,False,False,False,False,False,1,2
61.0,60.0,29.22,10.0,0.0,0.0,0.4270000000000001,23.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
41.0,65.0,29.47,10.0,0.0,0.0,0.023,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.8,94.0,30.12,7.0,16.1,0.0,0.588,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
55.0,89.0,29.66,10.0,0.0,0.0,0.612,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
51.0,89.0,30.22,7.0,12.0,0.0,0.127,14.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,78.0,29.95,9.0,12.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,38.0,27.54,10.0,0.0,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,58.0,29.71,10.0,18.0,0.0,0.016,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,1,2
57.0,27.0,28.77,10.0,0.0,0.0,0.6659999999999999,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
75.0,31.0,29.66,10.0,7.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
74.0,40.0,29.73,10.0,8.0,0.0,0.0,13.0,True,False,False,False,False,True,False,False,False,False,False,False,False,1,2
48.0,96.0,30.14,10.0,0.0,0.0,0.956,2.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
53.1,74.0,29.92,10.0,5.0,0.0,0.126,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,96.0,29.79,10.0,0.0,0.0,0.013,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.9,68.0,29.9,10.0,12.7,0.0,0.01,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
88.0,34.0,29.93,10.0,10.0,0.0,0.117,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
35.0,92.0,30.37,2.0,0.0,0.0,0.5710000000000001,4.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,65.0,29.08,10.0,8.0,0.0,2.699,18.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
64.0,60.0,29.86,10.0,17.0,0.0,0.225,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
82.9,42.0,30.11,10.0,3.5,0.0,0.361,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,30.0,30.03,10.0,8.0,0.0,7.172999999999999,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,59.0,30.08,10.0,7.0,0.0,0.032,13.0,False,True,False,True,False,False,False,False,False,False,False,False,True,3,2
51.0,48.0,29.35,10.0,7.0,0.0,0.307,22.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,10.0,29.16,10.0,7.0,0.0,0.8000000119209291,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.1,81.0,29.94,10.0,8.1,0.0,0.0,19.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
41.0,93.0,30.04,10.0,10.0,0.0,0.066,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,100.0,30.11,0.2,6.0,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,44.0,29.87,10.0,3.0,0.0,0.161,11.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
88.0,70.0,29.73,10.0,9.0,0.0,1.485,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4
71.0,78.0,29.16,10.0,3.0,0.0,0.009,18.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
70.0,59.0,29.81,10.0,0.0,0.0,0.1369999999999999,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,93.0,30.11,10.0,4.6,0.0,0.0,9.0,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2
75.0,87.0,29.91,4.0,20.0,0.03,0.129,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
46.0,76.0,30.36,10.0,6.0,0.0,0.01,22.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
57.0,62.0,29.78,10.0,16.0,0.0,0.597,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.0,80.0,30.05,9.0,5.0,0.0,0.01,22.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,78.0,29.7,9.0,5.0,0.0,1.465,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,70.0,30.12,10.0,8.1,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
67.0,21.0,26.54,10.0,0.0,0.0,2.797,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
80.1,60.0,29.95,10.0,12.7,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
65.0,78.0,29.84,9.0,3.0,0.0,1.725,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
56.0,93.0,29.94,3.0,6.0,0.25,0.638,12.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
81.0,97.0,29.9,5.0,0.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
62.0,65.0,30.01,10.0,10.0,0.0,0.029,15.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2
53.1,74.0,30.11,10.0,5.0,0.0,0.0,10.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
59.0,75.0,29.9,9.0,8.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
83.0,15.0,30.1,10.0,7.0,0.0,0.865,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
60.8,59.0,29.89,9.0,6.9,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
88.0,25.0,29.76,10.0,9.2,0.0,0.0,19.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,44.0,29.87,10.0,9.0,0.0,0.262,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
48.9,56.0,30.13,10.0,5.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
59.0,69.0,30.15,10.0,10.4,0.0,0.01,20.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
77.0,47.0,28.87,10.0,7.0,0.0,1.568,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
58.0,67.0,29.93,10.0,0.0,0.0,0.0,9.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,81.0,29.82,10.0,7.0,0.0,0.999,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
30.0,93.0,24.5,10.0,5.0,0.0,0.152,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,79.0,29.6,8.0,3.0,0.0,0.039,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
77.0,32.0,30.06,10.0,4.6,0.0,0.01,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
68.0,76.0,29.93,10.0,5.8,0.0,0.0,20.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
66.0,26.0,30.0,10.0,0.0,0.0,0.908,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
53.1,37.0,30.43,10.0,8.0,0.0,0.0,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
49.0,90.0,29.71,10.0,5.0,0.04,1.12,21.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
50.0,54.0,29.94,10.0,3.0,0.0,0.0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
59.0,87.0,30.19,10.0,0.0,0.0,2.39,0.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
70.0,25.0,28.95,10.0,12.0,0.0,0.383,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
72.0,93.0,29.93,10.0,9.0,0.0,0.188,14.0,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
83.0,24.0,30.05,10.0,13.0,0.0,0.0,16.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,90.0,29.23,10.0,5.0,0.0,0.0,7.0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,1
44.1,53.0,30.37,10.0,9.2,0.0,0.01,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
77.0,78.0,29.33,10.0,9.0,0.0,0.384,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
49.0,52.0,29.21,10.0,8.0,0.0,0.071,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,82.0,27.7,10.0,0.0,0.0,0.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
85.0,61.0,30.01,10.0,9.0,0.0,0.0,9.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
63.0,56.0,28.37,10.0,0.0,0.0,0.457,15.0,False,False,False,False,False,True,False,False,False,False,False,False,False,1,2
70.0,87.0,30.09,10.0,10.4,0.01,0.01,11.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,2
62.6,59.0,30.0,10.0,11.5,0.0,0.01,9.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
92.0,39.0,29.2,10.0,10.0,0.0,0.009,11.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
57.0,51.0,30.06,10.0,15.0,0.0,0.0,15.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
84.0,79.0,29.88,10.0,6.0,0.0,0.0,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1
59.0,75.0,30.06,10.0,6.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,87.0,29.93,10.0,7.0,0.0,0.0,11.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
84.0,11.0,29.92,10.0,17.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,True,1,2
64.0,28.0,29.81,10.0,6.9,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
67.0,79.0,29.77,9.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
44.6,46.0,30.32,10.0,5.8,0.0,1.8799999952316284,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
81.0,7.0,27.49,10.0,8.0,0.0,0.016,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
54.0,75.0,30.11,10.0,4.6,0.0,0.01,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
61.0,32.0,30.48,10.0,10.4,0.0,0.01,12.0,True,False,False,False,False,False,False,False,False,False,False,False,True,1,2
53.6,72.0,29.95,10.0,5.0,0.0,0.01,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
88.0,6.0,30.02,10.0,0.0,0.0,0.233,13.0,True,False,False,True,False,False,False,False,False,False,False,False,True,2,2
43.0,100.0,28.19,9.0,7.0,0.0,0.0,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
63.0,81.0,29.85,7.0,0.0,0.0,0.101,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
91.0,30.0,29.66,10.0,13.0,0.0,0.0,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
64.0,64.0,29.91,10.0,0.0,0.0,0.243,10.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
59.0,93.0,30.0,9.0,4.6,0.0,1.2699999809265137,22.0,False,False,False,False,False,False,False,True,False,False,False,False,False,1,3
35.0,82.0,30.01,5.0,14.0,0.03,0.0,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3
53.6,100.0,30.24,5.0,4.6,0.0,0.01,7.0,False,True,False,True,False,False,False,False,False,False,False,False,False,2,2
54.0,64.0,30.03,10.0,6.0,0.0,0.463,18.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
71.1,45.0,29.9,10.0,8.1,0.0,0.01,21.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,3
47.0,90.0,29.3,10.0,5.0,0.01,1.092,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,0,2
89.0,39.0,29.26,10.0,0.0,0.0,0.0,17.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
75.0,94.0,29.28,10.0,0.0,0.0,0.0,7.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1
44.0,55.0,29.94,10.0,12.0,0.0,0.115,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
79.0,66.0,29.36,7.0,8.0,0.0,0.19,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
93.0,20.0,29.76,10.0,15.0,0.0,1.032,13.0,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2
